Gene	Class	Phenotype
blaOXA-141	Beta-lactam	Unknown Beta-lactam
blaOXA-142	Beta-lactam	Unknown Beta-lactam
blaOXA-143	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Imipenem, Meropenem
blaOXA-144	Beta-lactam	Unknown Beta-lactam
blaOXA-145	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Ceftazidime
blaOXA-146	Beta-lactam	Unknown Beta-lactam
blaOXA-147	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime
blaOXA-148	Beta-lactam	Unknown Beta-lactam
blaOXA-149	Beta-lactam	Unknown Beta-lactam
blaOXA-150	Beta-lactam	Unknown Beta-lactam
blaOXA-151	Beta-lactam	Unknown Beta-lactam
blaOXA-152	Beta-lactam	Unknown Beta-lactam
blaOXA-153	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Meropenem, Piperacillin
blaOXA-154	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Meropenem, Piperacillin
blaOXA-155	Beta-lactam	Unknown Beta-lactam
blaOXA-156	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Meropenem, Piperacillin
blaOXA-157	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Meropenem, Piperacillin
blaOXA-158	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Meropenem, Piperacillin
blaOXA-159	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Meropenem, Piperacillin
blaOXA-160	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Meropenem
blaOXA-161	Beta-lactam	Ceftazidime, Piperacillin
blaOXA-162	Beta-lactam	Amoxicillin, Ampicillin, Cefepime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaOXA-163	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Piperacillin, Piperacillin+Tazobactam
blaOXA-164	Beta-lactam	Imipenem, Meropenem
blaOXA-165	Beta-lactam	Unknown Beta-lactam
blaOXA-166	Beta-lactam	Unknown Beta-lactam
blaOXA-167	Beta-lactam	Unknown Beta-lactam
blaOXA-168	Beta-lactam	Unknown Beta-lactam
blaOXA-169	Beta-lactam	Unknown Beta-lactam
blaOXA-170	Beta-lactam	Unknown Beta-lactam
blaOXA-171	Beta-lactam	Unknown Beta-lactam
blaOXA-172	Beta-lactam	Unknown Beta-lactam
blaOXA-173	Beta-lactam	Unknown Beta-lactam
blaOXA-174	Beta-lactam	Unknown Beta-lactam
blaOXA-175	Beta-lactam	Unknown Beta-lactam
blaOXA-176	Beta-lactam	Unknown Beta-lactam
blaOXA-177	Beta-lactam	Unknown Beta-lactam
blaOXA-178	Beta-lactam	Unknown Beta-lactam
blaOXA-179	Beta-lactam	Unknown Beta-lactam
blaOXA-180	Beta-lactam	Unknown Beta-lactam
blaOXA-181	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaOXA-182	Beta-lactam	Unknown Beta-lactam
blaOXA-183	Beta-lactam	Unknown Beta-lactam
blaOXA-184	Beta-lactam	Unknown Beta-lactam
blaOXA-185	Beta-lactam	Unknown Beta-lactam
blaOXA-192	Beta-lactam	Unknown Beta-lactam
blaOXA-193	Beta-lactam	Unknown Beta-lactam
blaOXA-194	Beta-lactam	Imipenem
blaOXA-195	Beta-lactam	Unknown Beta-lactam
blaOXA-196	Beta-lactam	Unknown Beta-lactam
blaOXA-197	Beta-lactam	Unknown Beta-lactam
blaOXA-198	Beta-lactam	Cefepime, Imipenem, Piperacillin, Piperacillin+Tazobactam
blaOXA-199	Beta-lactam	Unknown Beta-lactam
blaOXA-200	Beta-lactam	Unknown Beta-lactam
blaOXA-201	Beta-lactam	Unknown Beta-lactam
blaOXA-202	Beta-lactam	Unknown Beta-lactam
blaOXA-203	Beta-lactam	Unknown Beta-lactam
blaOXA-204	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefotaxime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaOXA-205	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin
blaOXA-206	Beta-lactam	Unknown Beta-lactam
blaOXA-207	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaOXA-208	Beta-lactam	Unknown Beta-lactam
blaOXA-209	Beta-lactam	Unknown Beta-lactam
blaOXA-210	Beta-lactam	Unknown Beta-lactam
blaOXA-211	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid
blaOXA-212	Beta-lactam	Unknown Beta-lactam
blaOXA-213	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid
blaOXA-214	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid
blaOXA-215	Beta-lactam	Unknown Beta-lactam
blaOXA-216	Beta-lactam	Unknown Beta-lactam
blaOXA-217	Beta-lactam	Unknown Beta-lactam
blaOXA-219	Beta-lactam	Unknown Beta-lactam
blaOXA-223	Beta-lactam	Unknown Beta-lactam
blaOXA-224	Beta-lactam	Unknown Beta-lactam
blaOXA-225	Beta-lactam	Unknown Beta-lactam
blaOXA-226	Beta-lactam	Cefepime, Ceftazidime, Piperacillin
blaOXA-228	Beta-lactam	Unknown Beta-lactam
blaOXA-229	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid
blaOXA-230	Beta-lactam	Unknown Beta-lactam
blaOXA-231	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Imipenem, Meropenem
blaOXA-232	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Piperacillin, Piperacillin+Tazobactam
blaOXA-233	Beta-lactam	Unknown Beta-lactam
blaOXA-234	Beta-lactam	Unknown Beta-lactam
blaOXA-235	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaOXA-236	Beta-lactam	Unknown Beta-lactam
blaOXA-237	Beta-lactam	Unknown Beta-lactam
blaOXA-239	Beta-lactam	Unknown Beta-lactam
blaOXA-240	Beta-lactam	Unknown Beta-lactam
blaOXA-241	Beta-lactam	Unknown Beta-lactam
blaOXA-242	Beta-lactam	Unknown Beta-lactam
blaOXA-243	Beta-lactam	Unknown Beta-lactam
blaOXA-244	Beta-lactam	Unknown Beta-lactam
blaOXA-245	Beta-lactam	Cefotaxime, Cefotaxime+Clavulanic acid, Ertapenem, Imipenem
blaOXA-246	Beta-lactam	Amoxicillin, Ampicillin
blaOXA-247	Beta-lactam	Aztreonam, Cefepime, Ceftazidime, Ertapenem, Imipenem
blaOXA-248	Beta-lactam	Unknown Beta-lactam
blaOXA-249	Beta-lactam	Unknown Beta-lactam
blaOXA-250	Beta-lactam	Unknown Beta-lactam
blaOXA-251	Beta-lactam	Unknown Beta-lactam
blaOXA-252	Beta-lactam	Unknown Beta-lactam
blaOXA-253	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Imipenem, Meropenem
blaOXA-254	Beta-lactam	Unknown Beta-lactam
blaOXA-255	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Imipenem, Meropenem
blaOXA-256	Beta-lactam	Unknown Beta-lactam
blaOXA-257	Beta-lactam	Unknown Beta-lactam
blaOXA-258	Beta-lactam	Unknown Beta-lactam
blaOXA-259	Beta-lactam	Unknown Beta-lactam
blaOXA-260	Beta-lactam	Unknown Beta-lactam
blaOXA-261	Beta-lactam	Unknown Beta-lactam
blaOXA-262	Beta-lactam	Unknown Beta-lactam
blaOXA-263	Beta-lactam	Unknown Beta-lactam
blaOXA-264	Beta-lactam	Unknown Beta-lactam
blaOXA-265	Beta-lactam	Unknown Beta-lactam
blaOXA-266	Beta-lactam	Amoxicillin, Ampicillin, Ertapenem
blaOXA-267	Beta-lactam	Unknown Beta-lactam
blaOXA-268	Beta-lactam	Unknown Beta-lactam
blaOXA-269	Beta-lactam	Unknown Beta-lactam
blaOXA-270	Beta-lactam	Amoxicillin, Ampicillin
blaOXA-271	Beta-lactam	Unknown Beta-lactam
blaOXA-272	Beta-lactam	Unknown Beta-lactam
blaOXA-273	Beta-lactam	Amoxicillin, Ampicillin
blaOXA-274	Beta-lactam	Unknown Beta-lactam
blaOXA-275	Beta-lactam	Unknown Beta-lactam
blaOXA-276	Beta-lactam	Unknown Beta-lactam
blaOXA-277	Beta-lactam	Unknown Beta-lactam
blaOXA-278	Beta-lactam	Unknown Beta-lactam
blaOXA-279	Beta-lactam	Amoxicillin, Ampicillin
blaOXA-280	Beta-lactam	Unknown Beta-lactam
blaOXA-281	Beta-lactam	Unknown Beta-lactam
blaOXA-282	Beta-lactam	Unknown Beta-lactam
blaOXA-283	Beta-lactam	Unknown Beta-lactam
blaOXA-284	Beta-lactam	Unknown Beta-lactam
blaOXA-285	Beta-lactam	Unknown Beta-lactam
blaOXA-286	Beta-lactam	Unknown Beta-lactam
blaOXA-287	Beta-lactam	Unknown Beta-lactam
blaOXA-288	Beta-lactam	Unknown Beta-lactam
blaOXA-289	Beta-lactam	Unknown Beta-lactam
blaOXA-290	Beta-lactam	Amoxicillin, Ampicillin
blaOXA-291	Beta-lactam	Unknown Beta-lactam
blaOXA-292	Beta-lactam	Unknown Beta-lactam
blaOXA-293	Beta-lactam	Unknown Beta-lactam
blaOXA-294	Beta-lactam	Unknown Beta-lactam
blaOXA-295	Beta-lactam	Unknown Beta-lactam
blaOXA-296	Beta-lactam	Unknown Beta-lactam
blaOXA-297	Beta-lactam	Unknown Beta-lactam
blaOXA-298	Beta-lactam	Unknown Beta-lactam
blaOXA-299	Beta-lactam	Unknown Beta-lactam
blaOXA-300	Beta-lactam	Unknown Beta-lactam
blaOXA-301	Beta-lactam	Amoxicillin, Ampicillin, Ertapenem
blaOXA-302	Beta-lactam	Unknown Beta-lactam
blaOXA-303	Beta-lactam	Unknown Beta-lactam
blaOXA-304	Beta-lactam	Amoxicillin, Ampicillin, Ertapenem
blaOXA-305	Beta-lactam	Unknown Beta-lactam
blaOXA-306	Beta-lactam	Unknown Beta-lactam
blaOXA-307	Beta-lactam	Unknown Beta-lactam
blaOXA-308	Beta-lactam	Unknown Beta-lactam
blaOXA-309	Beta-lactam	Unknown Beta-lactam
blaOXA-312	Beta-lactam	Unknown Beta-lactam
blaOXA-313	Beta-lactam	Unknown Beta-lactam
blaOXA-314	Beta-lactam	Unknown Beta-lactam
blaOXA-315	Beta-lactam	Unknown Beta-lactam
blaOXA-316	Beta-lactam	Unknown Beta-lactam
blaOXA-317	Beta-lactam	Unknown Beta-lactam
blaOXA-320	Beta-lactam	Unknown Beta-lactam
blaOXA-322	Beta-lactam	Unknown Beta-lactam
blaOXA-323	Beta-lactam	Unknown Beta-lactam
blaOXA-324	Beta-lactam	Unknown Beta-lactam
blaOXA-325	Beta-lactam	Unknown Beta-lactam
blaOXA-326	Beta-lactam	Unknown Beta-lactam
blaOXA-327	Beta-lactam	Unknown Beta-lactam
blaOXA-328	Beta-lactam	Unknown Beta-lactam
blaOXA-329	Beta-lactam	Unknown Beta-lactam
blaOXA-330	Beta-lactam	Unknown Beta-lactam
blaOXA-331	Beta-lactam	Unknown Beta-lactam
blaOXA-332	Beta-lactam	Unknown Beta-lactam
blaOXA-333	Beta-lactam	Unknown Beta-lactam
blaOXA-334	Beta-lactam	Unknown Beta-lactam
blaOXA-335	Beta-lactam	Unknown Beta-lactam
blaOXA-336	Beta-lactam	Unknown Beta-lactam
blaOXA-337	Beta-lactam	Unknown Beta-lactam
blaOXA-338	Beta-lactam	Unknown Beta-lactam
blaOXA-339	Beta-lactam	Unknown Beta-lactam
blaOXA-340	Beta-lactam	Unknown Beta-lactam
blaOXA-341	Beta-lactam	Unknown Beta-lactam
blaOXA-342	Beta-lactam	Unknown Beta-lactam
blaOXA-343	Beta-lactam	Unknown Beta-lactam
blaOXA-344	Beta-lactam	Unknown Beta-lactam
blaOXA-345	Beta-lactam	Unknown Beta-lactam
blaOXA-346	Beta-lactam	Unknown Beta-lactam
blaOXA-347	Beta-lactam	Unknown Beta-lactam
blaOXA-348	Beta-lactam	Unknown Beta-lactam
blaOXA-349	Beta-lactam	Unknown Beta-lactam
blaOXA-350	Beta-lactam	Unknown Beta-lactam
blaOXA-351	Beta-lactam	Unknown Beta-lactam
blaOXA-352	Beta-lactam	Unknown Beta-lactam
blaOXA-353	Beta-lactam	Unknown Beta-lactam
blaOXA-354	Beta-lactam	Unknown Beta-lactam
blaOXA-355	Beta-lactam	Unknown Beta-lactam
blaOXA-356	Beta-lactam	Unknown Beta-lactam
blaOXA-357	Beta-lactam	Unknown Beta-lactam
blaOXA-358	Beta-lactam	Unknown Beta-lactam
blaOXA-359	Beta-lactam	Unknown Beta-lactam
blaOXA-360	Beta-lactam	Unknown Beta-lactam
blaOXA-361	Beta-lactam	Unknown Beta-lactam
blaOXA-362	Beta-lactam	Unknown Beta-lactam
blaOXA-363	Beta-lactam	Unknown Beta-lactam
blaOXA-364	Beta-lactam	Unknown Beta-lactam
blaOXA-365	Beta-lactam	Unknown Beta-lactam
blaOXA-366	Beta-lactam	Unknown Beta-lactam
blaOXA-368	Beta-lactam	Unknown Beta-lactam
blaOXA-370	Beta-lactam	Piperacillin+Tazobactam
blaOXA-371	Beta-lactam	Unknown Beta-lactam
blaOXA-372	Beta-lactam	Amoxicillin, Ampicillin, Ertapenem, Imipenem, Meropenem, Temocillin
blaOXA-373	Beta-lactam	Unknown Beta-lactam
blaOXA-374	Beta-lactam	Unknown Beta-lactam
blaOXA-375	Beta-lactam	Unknown Beta-lactam
blaOXA-376	Beta-lactam	Unknown Beta-lactam
blaOXA-377	Beta-lactam	Unknown Beta-lactam
blaOXA-378	Beta-lactam	Unknown Beta-lactam
blaOXA-379	Beta-lactam	Unknown Beta-lactam
blaOXA-380	Beta-lactam	Unknown Beta-lactam
blaOXA-381	Beta-lactam	Unknown Beta-lactam
blaOXA-382	Beta-lactam	Unknown Beta-lactam
blaOXA-383	Beta-lactam	Unknown Beta-lactam
blaOXA-384	Beta-lactam	Unknown Beta-lactam
blaOXA-385	Beta-lactam	Unknown Beta-lactam
blaOXA-386	Beta-lactam	Unknown Beta-lactam
blaOXA-387	Beta-lactam	Unknown Beta-lactam
blaOXA-388	Beta-lactam	Unknown Beta-lactam
blaOXA-389	Beta-lactam	Unknown Beta-lactam
blaOXA-390	Beta-lactam	Unknown Beta-lactam
blaOXA-391	Beta-lactam	Unknown Beta-lactam
blaOXA-392	Beta-lactam	Unknown Beta-lactam
blaOXA-395	Beta-lactam	Amoxicillin, Ampicillin, Meropenem
blaOXA-396	Beta-lactam	Amoxicillin, Ampicillin, Meropenem
blaOXA-397	Beta-lactam	Unknown Beta-lactam
blaOXA-398	Beta-lactam	Unknown Beta-lactam
blaOXA-400	Beta-lactam	Unknown Beta-lactam
blaOXA-401	Beta-lactam	Unknown Beta-lactam
blaOXA-402	Beta-lactam	Unknown Beta-lactam
blaOXA-403	Beta-lactam	Unknown Beta-lactam
blaOXA-404	Beta-lactam	Unknown Beta-lactam
blaOXA-405	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Piperacillin, Piperacillin+Tazobactam
blaOXA-406	Beta-lactam	Unknown Beta-lactam
blaOXA-407	Beta-lactam	Unknown Beta-lactam
blaOXA-408	Beta-lactam	Unknown Beta-lactam
blaOXA-409	Beta-lactam	Unknown Beta-lactam
blaOXA-410	Beta-lactam	Unknown Beta-lactam
blaOXA-411	Beta-lactam	Unknown Beta-lactam
blaOXA-412	Beta-lactam	Unknown Beta-lactam
blaOXA-413	Beta-lactam	Unknown Beta-lactam
blaOXA-414	Beta-lactam	Unknown Beta-lactam
blaOXA-415	Beta-lactam	Unknown Beta-lactam
blaOXA-416	Beta-lactam	Amoxicillin, Ampicillin, Imipenem, Ticarcillin
blaOXA-417	Beta-lactam	Unknown Beta-lactam
blaOXA-418	Beta-lactam	Unknown Beta-lactam
blaOXA-420	Beta-lactam	Unknown Beta-lactam
blaOXA-421	Beta-lactam	Unknown Beta-lactam
blaOXA-422	Beta-lactam	Unknown Beta-lactam
blaOXA-423	Beta-lactam	Unknown Beta-lactam
blaOXA-424	Beta-lactam	Unknown Beta-lactam
blaOXA-425	Beta-lactam	Unknown Beta-lactam
blaOXA-426	Beta-lactam	Unknown Beta-lactam
blaOXA-427	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Cefepime, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaOXA-429	Beta-lactam	Unknown Beta-lactam
blaOXA-430	Beta-lactam	Unknown Beta-lactam
blaOXA-431	Beta-lactam	Unknown Beta-lactam
blaOXA-432	Beta-lactam	Unknown Beta-lactam
blaOXA-433	Beta-lactam	Unknown Beta-lactam
blaOXA-435	Beta-lactam	Unknown Beta-lactam
blaOXA-436	Beta-lactam	Unknown Beta-lactam
blaOXA-437	Beta-lactam	Unknown Beta-lactam
blaOXA-438	Beta-lactam	Unknown Beta-lactam
blaOXA-439	Beta-lactam	Unknown Beta-lactam
blaOXA-440	Beta-lactam	Unknown Beta-lactam
blaOXA-441	Beta-lactam	Unknown Beta-lactam
blaOXA-442	Beta-lactam	Unknown Beta-lactam
blaOXA-443	Beta-lactam	Unknown Beta-lactam
blaOXA-444	Beta-lactam	Unknown Beta-lactam
blaOXA-446	Beta-lactam	Unknown Beta-lactam
blaOXA-447	Beta-lactam	Unknown Beta-lactam
blaOXA-448	Beta-lactam	Unknown Beta-lactam
blaOXA-449	Beta-lactam	Unknown Beta-lactam
blaOXA-450	Beta-lactam	Unknown Beta-lactam
blaOXA-451	Beta-lactam	Unknown Beta-lactam
blaOXA-452	Beta-lactam	Unknown Beta-lactam
blaOXA-453	Beta-lactam	Unknown Beta-lactam
blaOXA-454	Beta-lactam	Unknown Beta-lactam
blaOXA-455	Beta-lactam	Unknown Beta-lactam
blaOXA-457	Beta-lactam	Unknown Beta-lactam
blaOXA-458	Beta-lactam	Unknown Beta-lactam
blaOXA-459	Beta-lactam	Unknown Beta-lactam
blaOXA-460	Beta-lactam	Unknown Beta-lactam
blaOXA-461	Beta-lactam	Unknown Beta-lactam
blaOXA-464	Beta-lactam	Unknown Beta-lactam
blaOXA-465	Beta-lactam	Unknown Beta-lactam
blaOXA-466	Beta-lactam	Unknown Beta-lactam
blaOXA-470	Beta-lactam	Unknown Beta-lactam
blaOXA-471	Beta-lactam	Unknown Beta-lactam
blaOXA-472	Beta-lactam	Unknown Beta-lactam
blaOXA-473	Beta-lactam	Unknown Beta-lactam
blaOXA-474	Beta-lactam	Unknown Beta-lactam
blaOXA-475	Beta-lactam	Unknown Beta-lactam
blaOXA-476	Beta-lactam	Unknown Beta-lactam
blaOXA-477	Beta-lactam	Unknown Beta-lactam
blaOXA-478	Beta-lactam	Unknown Beta-lactam
blaOXA-479	Beta-lactam	Unknown Beta-lactam
blaOXA-480	Beta-lactam	Unknown Beta-lactam
blaOXA-482	Beta-lactam	Unknown Beta-lactam
blaOXA-483	Beta-lactam	Unknown Beta-lactam
blaOXA-484	Beta-lactam	Unknown Beta-lactam
blaOXA-485	Beta-lactam	Unknown Beta-lactam
blaOXA-486	Beta-lactam	Unknown Beta-lactam
blaOXA-488	Beta-lactam	Unknown Beta-lactam
blaOXA-489	Beta-lactam	Unknown Beta-lactam
blaOXA-490	Beta-lactam	Unknown Beta-lactam
blaOXA-491	Beta-lactam	Unknown Beta-lactam
blaOXA-493	Beta-lactam	Unknown Beta-lactam
blaOXA-494	Beta-lactam	Unknown Beta-lactam
blaOXA-496	Beta-lactam	Unknown Beta-lactam
blaOXA-497	Beta-lactam	Unknown Beta-lactam
blaOXA-499	Beta-lactam	Unknown Beta-lactam
blaOXA-500	Beta-lactam	Unknown Beta-lactam
blaOXA-501	Beta-lactam	Unknown Beta-lactam
blaOXA-502	Beta-lactam	Unknown Beta-lactam
blaOXA-503	Beta-lactam	Unknown Beta-lactam
blaOXA-505	Beta-lactam	Unknown Beta-lactam
blaOXA-506	Beta-lactam	Unknown Beta-lactam
blaOXA-507	Beta-lactam	Unknown Beta-lactam
blaOXA-508	Beta-lactam	Unknown Beta-lactam
blaOXA-509	Beta-lactam	Unknown Beta-lactam
blaOXA-510	Beta-lactam	Unknown Beta-lactam
blaOXA-511	Beta-lactam	Unknown Beta-lactam
blaOXA-512	Beta-lactam	Unknown Beta-lactam
blaOXA-513	Beta-lactam	Unknown Beta-lactam
blaOXA-514	Beta-lactam	Unknown Beta-lactam
blaOXA-515	Beta-lactam	Unknown Beta-lactam
blaOXA-516	Beta-lactam	Unknown Beta-lactam
blaOXA-517	Beta-lactam	Unknown Beta-lactam
blaOXA-518	Beta-lactam	Unknown Beta-lactam
blaOXA-519	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Ertapenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaOXA-520	Beta-lactam	Unknown Beta-lactam
blaOXA-521	Beta-lactam	Unknown Beta-lactam
blaOXA-522	Beta-lactam	Unknown Beta-lactam
blaOXA-523	Beta-lactam	Unknown Beta-lactam
blaOXA-524	Beta-lactam	Unknown Beta-lactam
blaOXA-525	Beta-lactam	Unknown Beta-lactam
blaOXA-526	Beta-lactam	Unknown Beta-lactam
blaOXA-527	Beta-lactam	Unknown Beta-lactam
blaOXA-528	Beta-lactam	Unknown Beta-lactam
blaOXA-529	Beta-lactam	Unknown Beta-lactam
blaOXA-530	Beta-lactam	Unknown Beta-lactam
blaOXA-531	Beta-lactam	Unknown Beta-lactam
blaOXA-532	Beta-lactam	Unknown Beta-lactam
blaOXA-533	Beta-lactam	Unknown Beta-lactam
blaOXA-534	Beta-lactam	Unknown Beta-lactam
blaOXA-535	Beta-lactam	Unknown Beta-lactam
blaOXA-536	Beta-lactam	Unknown Beta-lactam
blaOXA-537	Beta-lactam	Unknown Beta-lactam
blaOXA-538	Beta-lactam	Unknown Beta-lactam
blaOXA-539	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Ceftazidime, Ceftazidime+Avibactam, Piperacillin
blaOXA-540	Beta-lactam	Unknown Beta-lactam
blaOXA-541	Beta-lactam	Unknown Beta-lactam
blaOXA-545	Beta-lactam	Unknown Beta-lactam
blaOXA-546	Beta-lactam	Unknown Beta-lactam
blaOXA-547	Beta-lactam	Unknown Beta-lactam
blaOXA-548	Beta-lactam	Unknown Beta-lactam
blaOXA-549	Beta-lactam	Unknown Beta-lactam
blaOXA-550	Beta-lactam	Unknown Beta-lactam
blaOXA-551	Beta-lactam	Unknown Beta-lactam
blaOXA-552	Beta-lactam	Unknown Beta-lactam
blaOXA-553	Beta-lactam	Unknown Beta-lactam
blaOXA-554	Beta-lactam	Unknown Beta-lactam
blaOXA-555	Beta-lactam	Unknown Beta-lactam
blaOXA-556	Beta-lactam	Unknown Beta-lactam
blaOXA-557	Beta-lactam	Unknown Beta-lactam
blaOXA-558	Beta-lactam	Unknown Beta-lactam
blaOXA-559	Beta-lactam	Unknown Beta-lactam
blaOXA-560	Beta-lactam	Unknown Beta-lactam
blaOXA-561	Beta-lactam	Unknown Beta-lactam
blaOXA-562	Beta-lactam	Unknown Beta-lactam
blaOXA-563	Beta-lactam	Unknown Beta-lactam
blaOXA-564	Beta-lactam	Unknown Beta-lactam
blaOXA-565	Beta-lactam	Unknown Beta-lactam
blaOXA-566	Beta-lactam	Unknown Beta-lactam
blaZ	Beta-lactam	Amoxicillin, Ampicillin, Penicillin, Piperacillin
blaNDM-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-10	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-11	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-12	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-13	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-14	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-15	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-16	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-17	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-18	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
blaNDM-19	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
